,0
2031,10663218
2032,10768142
2033,10721382
2034,10594741
2035,10650297
2036,10900874
2037,10890354
2038,10797050
2039,10628857
2040,10789910
2041,10715081
2042,10919999
2043,10497856
2044,10627324
2045,10811682
2046,10719443
2047,10721570
2048,10525525
2049,10742765
2050,10603096
2051,10564796
2052,10695619
2053,10643531
2054,10625413
2055,10733788
2056,10587304
2057,10754620
2058,10573986
2059,10830269
2060,10649034
2061,10777176
2062,10676434
2063,10617304
2064,10801744
2065,10742536
2066,10975599
2067,10610747
2068,10714369
2069,10540198
2070,10833124
2071,10503377
2072,10637938
2073,10704787
2074,10735802
2075,10748800
2076,10611634
2077,10485192
2078,10777225
2079,10791531
2080,10668038
2081,10717298
2082,10728362
2083,10803699
2084,10667808
2085,10769738
2086,10592824
2087,10782662
2088,10582967
2089,10541137
2090,10684938
2091,10778195
2092,10609011
2093,10642215
2094,10532015
2095,10711230
2096,10665967
2097,10749029
2098,10483695
2099,10686477
2100,10394709
2101,10783733
2102,10677148
2103,10715459
2104,10687456
2105,10736648
2106,10726163
2107,10289105
2108,10733484
2109,10775782
2110,10817886
2111,10652764
2112,10736886
2113,10875228
2114,10657018
2115,10566927
2116,10571514
2117,10757969
2118,10701050
2119,10632384
2120,10671700
2121,10866425
2122,10773122
2123,10696952
2124,10712110
2125,10664004
2126,10703408
2127,10703032
2128,10613155
2129,10590519
2130,10632887
2131,10805024
2132,10823717
2133,10738388
2134,10694944
2135,10624192
2136,11017162
2137,10647328
2138,10595950
2139,10725874
